Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Score_P01,Score_P02,Score_P03,Score_S01,Score_S02,Score_N01,Score_N02,Prob_P01,Prob_P02,Prob_P03,Prob_S01,Prob_S02,Prob_N01,Prob_N02,argmax_Persona_Code,argmax_Persona,argmax_RiskTier,softmax_Persona_Code,softmax_Persona,softmax_RiskTier
30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4,0.33333333333333337,0.6041666666666666,0.16666666666666669,0.2777777777777778,0.4428571428571429,0.6023809523809525,0.16666666666666669,0.028831455876953408,0.4325943022066775,0.005445558609444141,0.016542146434242375,0.08620301072757057,0.42493796753566804,0.005445558609444141,P02,Onboarding Failure (온보딩 실패),High,N01,Coaster (현상 유지자),Neutral
32,No,Travel_Frequently,689,Sales,9,2,Medical,1,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7,0.30000000000000004,0.4,0.4,0.37000000000000005,0.48571428571428577,0.8714285714285714,0.0,0.003143931472727706,0.008546091792236208,0.008546091792236208,0.006331100515307062,0.020138168309529022,0.9531380889867871,0.00015652713117657348,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2,0.5333333333333333,0.6625000000000001,0.2833333333333333,0.1988888888888889,0.38952380952380955,0.6023809523809525,0.0,0.1429984327859671,0.5203493106636505,0.011738026158455796,0.005044957482993374,0.03394489357622074,0.2852339900500253,0.0006903892826869155,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2,0.2666666666666667,0.4375,0.31666666666666665,0.31,0.40190476190476193,0.7904761904761906,0.0,0.004951523523914731,0.027331192850102343,0.008163682156250266,0.007637181680750104,0.019145663946442598,0.9324267068992874,0.0003440489432524835,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,199,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,Y,No,13,3,2,80,1,21,2,2,7,6,7,7,0.5666666666666667,0.8125,0.5666666666666667,0.39111111111111113,0.24190476190476193,0.7904761904761906,0.33333333333333337,0.04279095288184113,0.500025967618959,0.04279095288184113,0.00739475631850175,0.0016631404481901309,0.4011847069429216,0.0041495229077451725,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
41,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,200,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4,0.3333333333333333,0.6375,0.30000000000000004,0.27555555555555555,0.9161904761904763,0.2523809523809524,0.5,0.0027112751011648586,0.05677441067533526,0.0019427135015637395,0.0015214156703627715,0.9214886589202385,0.0012067070841304736,0.014354819047204457,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,0.43333333333333335,0.6208333333333333,0.21666666666666667,0.19777777777777777,0.4428571428571429,0.6023809523809525,0.0,0.07010004916540258,0.45710974093383805,0.008030580596219097,0.006648344922428451,0.07710449583747664,0.3800868145149423,0.0009199740296929684,P02,Onboarding Failure (온보딩 실패),High,P01,Burnout (저성과자/번아웃),High
40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13,0.43333333333333335,0.6833333333333333,0.33333333333333337,0.5777777777777778,0.3466666666666667,0.6666666666666667,0.5,0.032818937466763475,0.3998165074855509,0.012073412375113463,0.13913576109788134,0.013795452983320413,0.3384373668961105,0.06392256169525991,P02,Onboarding Failure (온보딩 실패),High,N01,Coaster (현상 유지자),Neutral
35,No,Travel_Rarely,662,Sales,1,5,Marketing,1,204,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6,0.43333333333333335,0.8083333333333333,0.21666666666666667,0.37777777777777777,0.4285714285714286,0.6238095238095238,0.5,0.01857754239133492,0.7899372033815946,0.002128221780576481,0.01065892849592308,0.017713630098427673,0.12480036213740396,0.03618411171473931,P02,Onboarding Failure (온보딩 실패),High,N01,Coaster (현상 유지자),Neutral
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,1,205,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5,0.5333333333333333,0.47916666666666663,0.35,0.35555555555555557,0.8219047619047619,0.27380952380952384,0.5,0.04850086089876125,0.02821672484097527,0.007754305325140503,0.008197291300548078,0.8689589048535067,0.0036195273573219845,0.034752385423746444,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15,0.43333333333333335,0.5208333333333333,0.2666666666666667,0.39222222222222225,0.5,0.5166666666666666,0.16666666666666669,0.11670167161864942,0.2799527568106391,0.022042098579123603,0.0773630868030228,0.22730381845962777,0.2685277328214036,0.00810883490753383,P02,Onboarding Failure (온보딩 실패),High,S02,Rising Star (라이징 스타),Stable
32,No,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7,0.23333333333333334,0.3875,0.3666666666666667,0.3577777777777778,0.36285714285714293,0.6023809523809525,0.0,0.01762120663874665,0.08233281612274203,0.06684900589099124,0.06116331268331997,0.06435027416758232,0.7059746214127132,0.0017087630839045806,N01,Coaster (현상 유지자),Neutral,P03,Career Stall (성장 정체),High
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9,0.33333333333333337,0.7416666666666667,0.31666666666666665,0.37777777777777777,0.4285714285714286,0.6238095238095238,0.5,0.011249060288702397,0.6675524263922675,0.009522123956579313,0.017544298752255563,0.029156140652658345,0.20541791218186445,0.059558037775672326,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0,0.3666666666666667,0.6541666666666667,0.33333333333333337,0.26555555555555554,0.48571428571428577,0.7047619047619047,0.16666666666666669,0.01900110842782776,0.33680270566112624,0.013614889124146101,0.006912879076769136,0.06248793550865215,0.558608961810589,0.0025715203908896595,N01,Coaster (현상 유지자),Neutral,P02,Onboarding Failure (온보딩 실패),High
58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,1,214,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0,0.6666666666666667,0.8208333333333333,0.2833333333333333,0.21111111111111114,0.9285714285714286,0.44047619047619047,0.8333333333333334,0.04028066401120351,0.18820620921861314,0.0008715676600377534,0.00042329582141470727,0.5527573803177644,0.004195308137323496,0.21326557483364306,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
40,No,Travel_Rarely,630,Sales,4,4,Marketing,1,215,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,11,0.2666666666666667,0.6499999999999999,0.4,0.31444444444444447,0.3466666666666667,0.8333333333333333,0.5,0.002823027355721101,0.13046998141866809,0.010709628245211485,0.004552095231019447,0.006282762922411174,0.8160507169784585,0.0291117878485101,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
34,No,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2,0.33333333333333337,0.5166666666666667,0.25,0.16666666666666669,0.4733333333333334,0.5166666666666666,0.0,0.05487344908766942,0.34321701424467566,0.023847902668105492,0.010364255776209821,0.22252280892097,0.34321701424467527,0.0019575550576943117,P02,Onboarding Failure (온보딩 실패),High,N01,Coaster (현상 유지자),Neutral
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2,0.03333333333333334,0.7749999999999999,0.13333333333333336,0.2177777777777778,0.9323809523809524,0.1880952380952381,1.0,3.923545342912534e-05,0.06526736557980646,0.00010665302008774256,0.00024814796633834755,0.31491465756653475,0.00018441705756027182,0.6192395233562432,N02,Competent Malcontent (유능한 불만자),Neutral,S02,Rising Star (라이징 스타),Stable
27,No,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2,0.43333333333333335,0.6083333333333334,0.3833333333333333,0.14666666666666667,0.44666666666666666,0.5166666666666666,0.0,0.09195611996440611,0.5291709340222756,0.05577420610662527,0.005231221669917839,0.10507189600451416,0.21158881505814667,0.0012068071741144668,P02,Onboarding Failure (온보딩 실패),High,N01,Coaster (현상 유지자),Neutral
28,No,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2,0.23333333333333334,0.5375,0.2666666666666667,0.2777777777777778,0.4,0.6666666666666667,0.16666666666666669,0.00935443946617837,0.19588303218002445,0.013055171948714224,0.014589403598392017,0.04952698668140556,0.7127882367643954,0.004802729360890079,N01,Coaster (현상 유지자),Neutral,S01,Anchor (앵커),Stable
57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,223,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4,0.6000000000000001,0.6375,0.23333333333333334,0.30333333333333334,0.4447619047619048,0.39285714285714285,0.33333333333333337,0.3402217031071328,0.4950196570876602,0.00869658836154747,0.017512778358822458,0.07203963982825493,0.04286985514379928,0.02363977811278292,P02,Onboarding Failure (온보딩 실패),High,P01,Burnout (저성과자/번아웃),High
27,No,Non-Travel,1450,Research & Development,3,3,Medical,1,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1,0.7666666666666666,0.5541666666666667,0.33333333333333337,0.19777777777777777,0.4571428571428572,0.7476190476190476,0.0,0.4979489744218056,0.05947152406056514,0.006534947265149738,0.0016847357420913345,0.02253927888762602,0.41158741195750054,0.00023312766526159686,P01,Burnout (저성과자/번아웃),High,P02,Onboarding Failure (온보딩 실패),High
50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,226,3,Female,53,3,5,Manager,2,Single,19926,17053,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4,0.43333333333333335,0.7708333333333333,0.25,0.39333333333333337,0.35047619047619055,0.5809523809523809,0.33333333333333337,0.02759741475168812,0.8065146803317722,0.004412267662955896,0.01849910032681622,0.012051036482073608,0.12077297892806628,0.010152521516627553,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8,0.33333333333333337,0.7541666666666667,0.30000000000000004,0.33111111111111113,0.38761904761904764,0.6452380952380953,0.5,0.010042262326526965,0.675285627716177,0.007195595385952151,0.009821562246833782,0.017281897442791815,0.2272043969097114,0.053168657972006976,P02,Onboarding Failure (온보딩 실패),High,N01,Coaster (현상 유지자),Neutral
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4,0.23333333333333334,0.475,0.5,0.37555555555555553,0.22761904761904764,0.6452380952380953,0.16666666666666669,0.010671766978588503,0.11961381211520629,0.15358717494283702,0.04424860636214577,0.010079047830808048,0.6563205239132803,0.0054790678571340614,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7,0.06666666666666668,0.5,0.33333333333333337,0.3111111111111111,0.9571428571428572,0.39761904761904765,0.6666666666666667,0.00012656808748049024,0.009644216976553594,0.0018215572953428076,0.0014585890579369646,0.9324234249221328,0.0034644328336160862,0.051061210826937174,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4,0.13333333333333336,0.8041666666666667,0.30000000000000004,0.26333333333333336,0.901904761904762,0.27380952380952384,1.0,0.00011342523434181287,0.09291842390875807,0.0006005287746949599,0.00041619083439434614,0.24692950680181744,0.00046215752508787817,0.6585597669209056,N02,Competent Malcontent (유능한 불만자),Neutral,N02,Competent Malcontent (유능한 불만자),Neutral
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1,0.8333333333333334,0.5708333333333333,0.25,0.31,0.4447619047619048,0.5595238095238095,0.0,0.8575073602320683,0.062117624830293344,0.0025110385412719163,0.004575410534556712,0.017607333240378283,0.055475114026226735,0.00020611859520486189,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,3,Female,100,1,1,Sales Representative,1,Single,2325,20989,0,Y,No,21,4,1,80,0,1,5,4,0,0,0,0,0.4,1.0,0.25,0.21000000000000002,0.942857142857143,0.5857142857142857,1.0,0.0009592701144027863,0.38699718488715373,0.00021404209425229613,0.00014347670647276372,0.21854432347176322,0.006144517838801377,0.38699718488715373,P02,Onboarding Failure (온보딩 실패),High,S02,Rising Star (라이징 스타),Stable
36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2,0.43333333333333335,0.6333333333333333,0.44999999999999996,0.3211111111111111,0.22761904761904764,0.6452380952380953,0.16666666666666669,0.054299189979640644,0.4012197608860575,0.06414691349261838,0.017677401759478156,0.006940448877511383,0.45194338988630617,0.0037728951183879952,N01,Coaster (현상 유지자),Neutral,P02,Onboarding Failure (온보딩 실패),High
30,No,Non-Travel,111,Research & Development,9,3,Medical,1,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10,0.5333333333333333,0.6499999999999999,0.3666666666666667,0.4177777777777778,0.24,0.6666666666666667,0.16666666666666669,0.11644863154371463,0.37394806026687305,0.02199430548242823,0.03666764245782447,0.006197319819921145,0.44176743486718134,0.002976605562057009,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3,0.9333333333333332,0.9375,0.21666666666666667,0.2511111111111111,0.4,0.6666666666666667,0.5,0.4690776454291708,0.4890354475359906,0.00036207700939804873,0.0005109651390245273,0.002264683415356236,0.03259313369588444,0.006156047775175418,P02,Onboarding Failure (온보딩 실패),High,P01,Burnout (저성과자/번아웃),High
56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2,0.9333333333333332,0.7749999999999999,0.2833333333333333,0.3211111111111111,0.44666666666666666,0.5166666666666666,0.16666666666666669,0.8112552331157564,0.16654230901624312,0.0012196729129743864,0.0017795499521365173,0.006245842560011197,0.012577582365656871,0.0003798100772215323,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,242,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2,0.23333333333333334,0.7625,0.2666666666666667,0.27,0.4428571428571429,0.6023809523809525,0.5,0.003772218151247202,0.7494427003624763,0.005264554522015871,0.005442997195137998,0.03065823462546785,0.15112984801830376,0.05428944712535113,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
19,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,Y,No,22,4,3,80,0,1,3,2,1,0,1,0,0.06666666666666668,0.5875,0.31666666666666665,0.19777777777777777,0.9304761904761906,0.39761904761904765,0.6666666666666667,0.00015941197002225537,0.02913877939069235,0.001942035362059971,0.0005914652713761515,0.899493490793334,0.004363438478136557,0.06431137873437863,S02,Rising Star (라이징 스타),Stable,N02,Competent Malcontent (유능한 불만자),Neutral
46,No,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7,0.3333333333333333,0.5,0.7666666666666666,0.6577777777777778,0.6000000000000001,0.16666666666666669,0.6666666666666667,0.006633401452778689,0.03512047799251022,0.5054509724897651,0.1701298819337554,0.09546735713383642,0.0012528876982571351,0.18594502129909712,P03,Career Stall (성장 정체),High,N02,Competent Malcontent (유능한 불만자),Neutral
38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1,0.23333333333333334,0.575,0.2833333333333333,0.2177777777777778,0.36095238095238097,0.6452380952380953,0.16666666666666669,0.010043249127684976,0.3059945669937761,0.016558518463754727,0.008596413871861332,0.035984603139330947,0.6176662723707292,0.005156376032862616,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
31,No,Travel_Rarely,140,Research & Development,12,1,Medical,1,246,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,0.43333333333333335,0.55,0.3666666666666667,0.13222222222222224,0.9714285714285715,0.20952380952380956,0.6666666666666667,0.004302520428242694,0.01381655711253221,0.002208987642847237,0.0002118429429458528,0.9346324758319343,0.0004589131782241296,0.04436870286327349,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
34,No,Travel_Rarely,629,Research & Development,27,2,Medical,1,247,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,0.43333333333333335,0.5958333333333334,0.25,0.27555555555555555,0.4304761904761905,0.5809523809523809,0.0,0.08470318714155796,0.43015827808951546,0.013542324052333079,0.01748556094959782,0.08231734188423694,0.3706816862315584,0.001111621651200153,P02,Onboarding Failure (온보딩 실패),High,N01,Coaster (현상 유지자),Neutral
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,1,248,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2,0.6333333333333334,0.5833333333333334,0.11666666666666667,0.2577777777777778,0.9571428571428572,0.23095238095238096,0.5,0.0364933724514906,0.022134349268141423,0.00020814173787961,0.0008534870683968443,0.9300384278153033,0.000652673120384173,0.009619548538404223,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
50,No,Travel_Rarely,328,Research & Development,1,3,Medical,1,249,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,0.3666666666666667,0.5291666666666667,0.33333333333333337,0.23555555555555557,0.4571428571428572,0.7476190476190476,0.0,0.01828477157979995,0.09285773208134536,0.013101611343616437,0.004928119367280881,0.045187950257206726,0.8251724285748402,0.000467386795910459,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
53,No,Travel_Rarely,1084,Research & Development,13,2,Medical,1,250,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,0.5,0.75,0.18333333333333332,0.2677777777777778,0.37333333333333335,0.5,0.16666666666666669,0.06830537393009879,0.832129805387021,0.002878650989752693,0.006697713654215575,0.019246356653649245,0.06830537393009879,0.0024367254551639346,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,1,252,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,0.43333333333333335,0.5333333333333334,0.15,0.33777777777777784,0.40190476190476193,0.6238095238095238,0.0,0.08603676074413974,0.2338721633102738,0.005060378698514225,0.03308960219264885,0.06283353584110381,0.5779784361039085,0.0011291231094111807,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
40,No,Travel_Rarely,989,Research & Development,4,1,Medical,1,253,4,Female,46,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,0.33333333333333337,0.5166666666666667,0.5666666666666667,0.5877777777777778,0.2028571428571429,0.6023809523809525,0.33333333333333337,0.021592191013952513,0.13505269768935982,0.22266425534588147,0.2750013939701389,0.005856603437841964,0.3182406675288728,0.021592191013952513,N01,Coaster (현상 유지자),Neutral,P03,Career Stall (성장 정체),High
55,No,Travel_Rarely,692,Research & Development,14,4,Medical,1,254,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,0.4,0.33333333333333337,0.21666666666666667,0.6222222222222223,0.3466666666666667,0.5,0.0,0.07030195792647757,0.03609422870096261,0.01123985918219056,0.6487334163374594,0.041242377841721384,0.1911005347366363,0.0012876252745523467,S01,Anchor (앵커),Stable,P02,Onboarding Failure (온보딩 실패),High
34,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,256,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,0.3666666666666667,0.5416666666666666,0.3666666666666667,0.37777777777777777,0.45904761904761904,0.7047619047619047,0.16666666666666669,0.024434893335387245,0.14061310257573395,0.024434893335387245,0.027306459244968714,0.06154826657038598,0.7183554817277358,0.003306903210401054,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
51,No,Travel_Rarely,313,Research & Development,3,3,Medical,1,258,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,0.43333333333333335,0.6458333333333333,0.1,0.4133333333333334,0.4733333333333334,0.5166666666666666,0.16666666666666669,0.07097440482147982,0.5942614158510954,0.0025319404454266703,0.05810892790875175,0.10588137001307328,0.16331039436469239,0.004931546595480666,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,259,3,Male,65,2,5,Manager,3,Married,19999,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,0.3666666666666667,0.4541666666666667,0.55,0.8700000000000001,0.14952380952380956,0.769047619047619,0.5,0.0044859423228036195,0.010761216208334987,0.028058227716771265,0.688339318739062,0.0005114630204097973,0.2508256566251978,0.017018175367420563,S01,Anchor (앵커),Stable,N01,Coaster (현상 유지자),Neutral
27,No,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,0.43333333333333335,0.5458333333333334,0.2666666666666667,0.31777777777777777,0.4714285714285715,0.5595238095238095,0.0,0.1042435504750598,0.3210927405643166,0.019689063437904736,0.03282447536464832,0.15257898154849417,0.3682031245305661,0.0013680640790102985,N01,Coaster (현상 유지자),Neutral,P02,Onboarding Failure (온보딩 실패),High
35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,261,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,0.7666666666666666,0.8541666666666666,0.38333333333333336,0.22333333333333338,0.4285714285714286,0.7904761904761906,0.5,0.2084545106430964,0.5000563754977255,0.004510407524935201,0.0009106355740213094,0.0070905893563918305,0.26449334258138735,0.014484138822442563,P02,Onboarding Failure (온보딩 실패),High,P01,Burnout (저성과자/번아웃),High
43,No,Non-Travel,1344,Research & Development,7,3,Medical,1,262,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,0.2,0.4375,0.21666666666666667,0.2311111111111111,0.38952380952380955,0.4357142857142857,0.0,0.03159805547752177,0.3397111110932086,0.0373286918646767,0.0431294774241008,0.2102576489422637,0.33369868341045195,0.004276331787776608,P02,Onboarding Failure (온보딩 실패),High,N01,Coaster (현상 유지자),Neutral
45,No,Non-Travel,1195,Research & Development,2,2,Medical,1,264,1,Male,65,2,4,Manager,4,Married,16792,20462,9,Y,No,23,4,4,80,1,22,1,3,20,8,11,8,0.06666666666666668,0.25,0.75,0.42000000000000004,0.6780952380952381,0.37619047619047624,0.5,0.0006577494404466218,0.004114026051297071,0.6105756029032973,0.022519962172995373,0.29748223369057997,0.0145313282172804,0.05011909752410334,P03,Career Stall (성장 정체),High,P03,Career Stall (성장 정체),High
