Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime_bin,is_married,AgeFactor,Norm_JobSatisfaction,Norm_WorkLifeBalance,Norm_PerformanceRating,Norm_YearsAtCompany,Norm_RelationshipSatisfaction,Norm_EnvironmentSatisfaction,Norm_YearsSinceLastPromotion,Norm_TrainingTimesLastYear,Norm_JobInvolvement,Norm_MonthlyIncome,Norm_PercentSalaryHike,Norm_JobLevel,Norm_TotalWorkingYears,Norm_NumCompaniesWorked,Score_P01,Score_P02,Score_P03,Score_P04,Score_S01,Score_S02,Score_S03,Score_N01,Score_N02,Score_N03,Prob_P01,Prob_P02,Prob_P03,Prob_P04,Prob_S01,Prob_S02,Prob_S03,Prob_N01,Prob_N02,Prob_N03,argmax_Persona_Code,argmax_Persona,argmax_RiskTier,softmax_Persona_Code,softmax_Persona,softmax_RiskTier
40,No,Non-Travel,1094,Sales,28,3,Other,1,615,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,0,0,1,0.0,0.6666666666666666,0.0,0.025,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.522538177988415,0.2857142857142857,0.5,0.5,0.3333333333333333,0.4666666666666667,0.6541666666666667,0.4,0.5766990145189198,0.3433333333333334,0.4571428571428572,0.1,0.942857142857143,0.16666666666666669,0.5,0.007652320048057082,0.04989939488425607,0.0039288321129888155,0.022996277491587322,0.002229273043318469,0.0069571560746457374,0.00019560503301523354,0.8950804817909221,0.0003809865814053938,0.010679672939803852,N01,현상 유지자,Neutral,N01,현상 유지자,Neutral
41,No,Non-Travel,509,Research & Development,2,4,Other,1,616,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,1,0,1,0.6666666666666666,0.6666666666666666,0.0,0.2,0.0,0.0,0.0,0.5,0.3333333333333333,0.30552922590837284,0.42857142857142855,0.25,0.25,0.2222222222222222,0.6666666666666666,0.8999999999999999,0.2833333333333333,0.5563597382080795,0.3355555555555556,0.48571428571428577,0.45,0.7476190476190476,0.5,0.3,0.06924350199539257,0.714056892113554,0.00149824732259027,0.02297852357454259,0.002525699857354807,0.011337383016856281,0.00793245554259754,0.15557891831955803,0.013078408181963689,0.0017699700755900904,P02,온보딩에 실패한 직원,High,P02,온보딩에 실패한 직원,High
26,No,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0,0,0,0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.6666666666666666,0.1736176935229068,0.07142857142857142,0.25,0.2,0.5555555555555556,0.2666666666666667,1.0,0.11666666666666667,0.7519814940194087,0.16888888888888892,0.4142857142857143,0.5833333333333334,0.6523809523809524,0.5,0.2,0.0005725811186337384,0.8763210083324791,0.00012776011669871315,0.07337236835924542,0.00021537412659192753,0.002505753817796689,0.013586352618922989,0.02710022405296113,0.005904604508329378,0.00029397294834139243,P02,온보딩에 실패한 직원,High,P02,온보딩에 실패한 직원,High
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3,0,0,1,0.6666666666666666,0.6666666666666666,0.0,0.125,1.0,0.0,0.0,0.5,0.6666666666666666,0.2027382833070037,0.35714285714285715,0.25,0.125,0.1111111111111111,0.2666666666666667,0.6375,0.21666666666666667,0.6260475438200557,0.2777777777777778,0.4714285714285715,0.5833333333333334,0.5952380952380952,0.2,0.5,0.006715303344526526,0.2738888415920926,0.004073037367726127,0.24425133940524998,0.007504479539894403,0.05203976046542167,0.1593424515979042,0.17948709098703292,0.0034477516965767375,0.06924994400357495,P02,온보딩에 실패한 직원,High,P02,온보딩에 실패한 직원,High
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7,0,0,1,1.0,0.6666666666666666,0.0,0.25,1.0,1.0,0.3333333333333333,0.5,1.0,0.2279094260136914,0.07142857142857142,0.25,0.25,0.1111111111111111,0.16666666666666669,0.375,0.31666666666666665,0.730264801023095,0.37777777777777777,0.280952380952381,0.8500000000000001,0.4857142857142857,0.0,0.5,0.0007775805969952626,0.006244901399627338,0.003484874462860613,0.21798219060801532,0.00642080264543167,0.0024382709578634823,0.7218124602187592,0.018895205486202216,0.00014686600401227142,0.021796847620232873,S03,내재 동기 전문가,Stable,S03,내재 동기 전문가,Stable
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0,1,0,0,1.0,0.0,0.0,0.025,0.3333333333333333,0.6666666666666666,0.0,0.5,0.0,0.07008952080042127,0.5,0.0,0.025,0.1111111111111111,0.7000000000000001,0.7541666666666667,0.35,0.5719641916798315,0.19777777777777777,0.5,0.4,0.9,0.2666666666666667,0.0,0.09414592781310012,0.16182454111106395,0.002842960679822102,0.026166708081413532,0.0006204090749719602,0.01274126580615959,0.004687249744586797,0.6956495420968718,0.0012355456183067513,8.58499737031633e-05,N01,현상 유지자,Neutral,S03,내재 동기 전문가,Stable
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2,0,0,1,1.0,1.0,0.0,0.15,1.0,0.3333333333333333,0.06666666666666667,0.5,0.6666666666666666,0.34133754607688255,0.42857142857142855,0.5,0.3,0.4444444444444444,0.1,0.5583333333333333,0.25,0.5920364101406755,0.2911111111111111,0.45904761904761904,0.7666666666666667,0.580952380952381,0.13333333333333336,0.5,0.0008013943916427556,0.07840841488622255,0.0035916004860555607,0.10983310895812301,0.005417904039638974,0.029051616043402576,0.6297132692837961,0.09830960471011597,0.0011184359703709382,0.043754651230631526,S03,내재 동기 전문가,Stable,S03,내재 동기 전문가,Stable
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2,0,1,0,0.6666666666666666,0.3333333333333333,0.0,0.05,1.0,0.0,0.06666666666666667,0.5,0.6666666666666666,0.5012111637704054,0.0,0.5,0.7,0.5555555555555556,0.33333333333333337,0.675,0.25,0.6995155344918379,0.3888888888888889,0.37333333333333335,0.6333333333333333,0.6666666666666667,0.2,0.7,0.0061892189799003326,0.18857118425586739,0.00268982348072269,0.24095999306475907,0.010787245454581276,0.009233229733325424,0.12431378634648192,0.1734938648346478,0.0016314604102732652,0.24213019343944078,N03,신규 부모,Neutral,N01,현상 유지자,Neutral
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2,Female,91,3,4,Manager,1,Married,16595,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8,0,1,1,0.0,0.6666666666666666,0.0,0.45,0.3333333333333333,0.3333333333333333,0.7333333333333333,0.3333333333333333,0.6666666666666666,0.8207477619799894,0.35714285714285715,0.75,0.55,0.7777777777777778,0.4666666666666667,0.6083333333333334,0.6333333333333333,0.47884375235086135,0.4444444444444445,0.17809523809523814,0.4166666666666667,0.5952380952380952,0.33333333333333337,1.0,0.004463916682152746,0.018406304230917284,0.023634162459784884,0.005041972715738252,0.003574425050904004,0.0002491530967177896,0.0027075023301283375,0.01614710612371803,0.0011766756622025145,0.9245987816477361,N03,신규 부모,Neutral,N03,신규 부모,Neutral
37,No,Non-Travel,142,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7,0,0,1,0.3333333333333333,0.6666666666666666,0.0,0.225,1.0,0.0,0.4666666666666667,1.0,0.6666666666666666,0.4120589784096893,0.14285714285714285,0.5,0.225,0.1111111111111111,0.3666666666666667,0.5875,0.30000000000000004,0.6780335514932672,0.3577777777777778,0.24190476190476193,0.5,0.6380952380952382,0.2,0.5,0.017485702967697192,0.15912927259642867,0.008977459241934738,0.39348872802302676,0.015998495472691027,0.005021679935018645,0.06633494996451918,0.2639261391451023,0.0033026226890623496,0.06633494996451918,P04,저평가된 전문가,High,N03,신규 부모,Neutral
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9,1,0,0,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,1.0,0.4,0.5,0.6666666666666666,0.24054765666140074,0.07142857142857142,0.25,0.45,0.3333333333333333,0.8666666666666666,0.575,0.41666666666666663,0.7252095087640111,0.4133333333333334,0.2542857142857143,0.31666666666666665,0.6523809523809524,0.2,0.0,0.6925024685907946,0.037473916694049134,0.0076930075262993955,0.16829867423608796,0.007440800740566031,0.0015166474577544024,0.002830099309702722,0.08124381213328219,0.0008813020490399054,0.00011927126242382261,P01,번아웃에 직면한 직원,High,P01,번아웃에 직면한 직원,High
32,Yes,Non-Travel,1474,Sales,11,4,Other,1,631,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2,0,1,1,0.6666666666666666,0.6666666666666666,0.0,0.1,1.0,1.0,0.06666666666666667,0.3333333333333333,1.0,0.19473407056345446,0.07142857142857142,0.25,0.15,0.8888888888888888,0.2666666666666667,0.45,0.23333333333333334,0.7435349432031897,0.12222222222222223,0.38761904761904764,0.7166666666666668,0.4857142857142857,0.0,1.0,0.0005685617337828106,0.0035561836175259103,0.00040739228424950286,0.06695611363010334,0.00013411068326198145,0.0019057553296230679,0.05118029624237958,0.005082639988797016,3.9505631496449346e-05,0.8701694408587803,N03,신규 부모,Neutral,N03,신규 부모,Neutral
24,No,Travel_Frequently,535,Sales,24,3,Medical,1,632,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1,0,1,0,1.0,0.6666666666666666,0.0,0.05,0.6666666666666666,1.0,0.13333333333333333,0.5,0.6666666666666666,0.0732490784623486,0.14285714285714285,0.0,0.075,0.0,0.16666666666666669,0.575,0.2833333333333333,0.7135575114722035,0.25,0.37523809523809526,0.6666666666666667,0.6380952380952382,0.1,0.7,0.0012842087285409541,0.07620873483917742,0.004123941661224251,0.30461576675363794,0.0029549333232468597,0.010338316473411286,0.19059347434986615,0.14322666818225133,0.0006593347456440038,0.26599462094299975,P04,저평가된 전문가,High,S03,내재 동기 전문가,Stable
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0,0,1,1,0.6666666666666666,0.6666666666666666,0.0,0.025,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.46419167983149023,0.5714285714285714,0.25,0.45,0.3333333333333333,0.2666666666666667,0.6541666666666667,0.16666666666666669,0.43575189949597537,0.32333333333333336,0.5142857142857143,0.5833333333333334,0.5523809523809524,0.16666666666666669,1.0,0.0006095272906754818,0.0293686695468076,0.0002242325590724395,0.0033061381055616464,0.00107422031613684,0.007250851575371449,0.014463020928343107,0.010612911241872539,0.0002242325590724395,0.9328661958770864,N03,신규 부모,Neutral,N03,신규 부모,Neutral
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3,0,1,1,0.3333333333333333,0.3333333333333333,0.0,0.15,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.6666666666666666,0.28636124275934705,0.07142857142857142,0.25,0.2,0.6666666666666666,0.43333333333333335,0.7583333333333333,0.4,0.7068840743248327,0.2066666666666667,0.3076190476190477,0.45,0.6523809523809524,0.33333333333333337,1.0,0.002916551941667608,0.07521886596175698,0.0020898007851196214,0.04496612761002843,0.0003023213997196405,0.0008296587722451956,0.0034454990059525443,0.02607242564408323,0.0010729394984481644,0.8430858093809787,N03,신규 부모,Neutral,P04,저평가된 전문가,High
49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9,1,0,0,0.6666666666666666,0.6666666666666666,0.0,0.775,0.6666666666666666,1.0,0.0,0.8333333333333334,0.3333333333333333,0.9738283307003686,0.42857142857142855,1.0,0.775,0.1111111111111111,0.6666666666666666,0.2125,0.18333333333333335,0.43904009629128116,0.7977777777777779,0.48571428571428577,0.6000000000000001,0.7476190476190476,0.1,0.0,0.12886107314014317,0.0013730962207088072,0.001025726906479595,0.013229764372477944,0.4781124628471529,0.021098692296789744,0.06615948092706052,0.2895299312558588,0.0004457790759735394,0.0001639929573550676,S01,안정적인 핵심인재,Stable,P04,저평가된 전문가,High
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,2,Male,89,4,1,Research Scientist,4,Married,2725,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4,1,1,0,1.0,0.6666666666666666,0.0,0.15,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.5,1.0,0.09036334913112164,0.0,0.0,0.15,0.1111111111111111,0.5666666666666667,0.7583333333333333,0.18333333333333332,0.7638546603475513,0.2977777777777778,0.37333333333333335,0.8,0.5,0.33333333333333337,0.5,0.03751957625372792,0.25506782670376554,0.000811824980640201,0.2695469986066333,0.0025496955026330587,0.005427776126165798,0.3869115691886463,0.019263192747512644,0.003638347142762603,0.019263192747512644,S03,내재 동기 전문가,Stable,P02,온보딩에 실패한 직원,High
26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4,0,1,0,0.3333333333333333,1.0,1.0,0.125,1.0,0.0,0.06666666666666667,0.8333333333333334,0.6666666666666666,0.27714586624539234,0.6428571428571429,0.25,0.15,0.1111111111111111,0.2,0.6375,0.15,0.48199879635898596,0.2877777777777778,0.901904761904762,0.45,0.2380952380952381,0.7,0.7,0.0006542692796659989,0.05197504660064053,0.0003968343778255282,0.0109764458865253,0.0015738762225534387,0.7312909151981501,0.007970631548204843,0.0009576394884380763,0.09710217069899804,0.09710217069899804,S02,라이징 스타,Stable,S02,라이징 스타,Stable
24,No,Travel_Rarely,823,Research & Development,17,2,Other,1,643,4,Male,94,2,1,Laboratory Technician,2,Married,2127,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0,0,1,0,0.3333333333333333,0.6666666666666666,1.0,0.025,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.058873091100579256,0.7142857142857143,0.0,0.025,0.1111111111111111,0.2666666666666667,0.4875,0.33333333333333337,0.4907364778454826,0.19777777777777777,0.942857142857143,0.26666666666666666,0.39047619047619053,0.5,0.7,0.0010233358043821425,0.009312904518282416,0.0019931859816251663,0.009619245193853588,0.0005138513789984461,0.8844557194462033,0.0010233358043821425,0.0035295236755263563,0.010552903348450786,0.07797599484829588,S02,라이징 스타,Stable,S02,라이징 스타,Stable
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,Male,99,3,5,Manager,2,Married,18200,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7,0,1,0,0.3333333333333333,0.6666666666666666,0.0,0.8,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.9052659294365456,0.0,1.0,0.8,0.1111111111111111,0.3666666666666667,0.4,0.6,0.6378936282253818,0.8177777777777779,0.13333333333333336,0.6000000000000001,0.6666666666666667,0.30000000000000004,0.7,0.005623221524538258,0.007847837828657132,0.05798811397125763,0.08470497530645904,0.5118419243129895,0.0005452948569719544,0.05798811397125768,0.11294542355837682,0.0028870581948104916,0.15762803647468165,S01,안정적인 핵심인재,Stable,S01,안정적인 핵심인재,Stable
25,No,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6,0,1,0,0.6666666666666666,0.6666666666666666,0.0,0.175,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.6666666666666666,0.057240652975250134,0.0,0.0,0.175,0.1111111111111111,0.2666666666666667,0.6458333333333333,0.31666666666666665,0.7771037388099,0.31777777777777777,0.4,0.5333333333333333,0.6666666666666667,0.23333333333333336,0.7,0.0027541792167421622,0.12209337733018572,0.004540873857963017,0.45372450410099546,0.004591609353837305,0.010448441270758401,0.03963791619835884,0.15037309009385627,0.0019734556437273547,0.20986255293357553,P04,저평가된 전문가,High,S03,내재 동기 전문가,Stable
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1,Female,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2,1,1,0,0.6666666666666666,0.6666666666666666,0.0,0.15,1.0,0.0,0.06666666666666667,0.6666666666666666,0.6666666666666666,0.09884149552395997,0.35714285714285715,0.0,0.15,0.1111111111111111,0.6666666666666666,0.625,0.2,0.6176062589332731,0.2977777777777778,0.4447619047619048,0.5333333333333333,0.5952380952380952,0.2,0.5,0.2970858009313187,0.19585103062956621,0.0027936649122187102,0.18189269254130794,0.0074270749501717005,0.03229696845877677,0.07831096690031415,0.14543587601872443,0.0027936649122187102,0.05611225974538273,P01,번아웃에 직면한 직원,High,P02,온보딩에 실패한 직원,High
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,0,1,1,0.0,1.0,0.0,0.025,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.05392311743022644,0.5,0.0,0.025,0.1111111111111111,0.4,0.7208333333333334,0.33333333333333337,0.5784307530279094,0.19777777777777777,0.5,0.13333333333333333,0.7333333333333333,0.23333333333333336,1.0,0.00214235469603133,0.052997189439427494,0.0010999215759823495,0.012758696016712976,0.0002835642151907151,0.005823523840335861,0.00014885819802363268,0.060053683230176735,0.0004046385347047989,0.8642875702534141,N03,신규 부모,Neutral,N03,신규 부모,Neutral
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3,1,1,1,1.0,0.6666666666666666,0.0,0.15,1.0,0.3333333333333333,0.06666666666666667,0.5,0.3333333333333333,0.13759873617693522,0.14285714285714285,0.0,0.15,0.1111111111111111,0.5666666666666667,0.5583333333333333,0.31666666666666665,0.6878176483863689,0.2977777777777778,0.40190476190476193,0.5333333333333333,0.8047619047619048,0.13333333333333336,0.8,0.03639241038897787,0.03348263391327726,0.002987270956699609,0.12222578906726612,0.0024730973631274414,0.007005819770941297,0.02607630151095351,0.39359112948925506,0.0004776041220283779,0.3752879434174734,N01,현상 유지자,Neutral,S03,내재 동기 전문가,Stable
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2,0,0,1,0.0,0.0,0.0,0.075,0.6666666666666666,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.6666666666666666,0.16977356503422855,0.42857142857142855,0.25,0.225,0.2222222222222222,0.6,0.6958333333333333,0.30000000000000004,0.6106620025577372,0.27555555555555555,0.45904761904761904,0.31666666666666665,0.580952380952381,0.23333333333333336,0.5,0.15793500709269812,0.4117914097873561,0.007863120995803241,0.1757045034718749,0.00615792060504248,0.03857713684850779,0.009289179866014642,0.13054361825376323,0.004037060928269987,0.05810104215066957,P02,온보딩에 실패한 직원,High,P04,저평가된 전문가,High
35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2,0,0,1,1.0,0.6666666666666666,0.0,0.075,1.0,0.0,0.0,0.5,0.3333333333333333,0.1407056345444971,0.21428571428571427,0.25,0.225,0.4444444444444444,0.16666666666666669,0.6625000000000001,0.2833333333333333,0.7080034604679155,0.23111111111111113,0.4428571428571429,0.5833333333333334,0.7904761904761904,0.2,0.5,0.0010055319990938665,0.14314385263755014,0.003229035288888447,0.22562733809879887,0.001915466504081525,0.015917537927968798,0.06485690752124489,0.5147143012525741,0.0014033329517570566,0.028186695818042274,N01,현상 유지자,Neutral,P04,저평가된 전문가,High
31,No,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7,0,0,1,1.0,1.0,1.0,0.175,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.23438651922064244,0.7857142857142857,0.25,0.325,0.4444444444444444,0.0,0.6125,0.26666666666666666,0.44195967802602876,0.3111111111111111,0.8238095238095239,0.8500000000000001,0.042857142857142864,0.7,0.5,9.504145344796643e-05,0.043447697985130956,0.0013678286235842257,0.007894407913632847,0.002133297662041101,0.35947804617163504,0.4671067739428062,0.0001458946195338241,0.10422560927627461,0.014105402351913158,S03,내재 동기 전문가,Stable,P02,온보딩에 실패한 직원,High
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.125,0.6666666666666666,0.0,0.0,0.8333333333333334,0.3333333333333333,0.06203264876250658,0.07142857142857142,0.0,0.15,0.0,0.33333333333333337,0.7375,0.18333333333333335,0.7466155119235689,0.31,0.4142857142857143,0.4,0.819047619047619,0.30000000000000004,0.2,0.003919715393254849,0.22311463865871362,0.0008746067234332191,0.24440845785518617,0.003103981722928189,0.008806964746579217,0.007634563102688479,0.5042952472295211,0.0028085988078051503,0.001033225759890137,N01,현상 유지자,Neutral,P04,저평가된 전문가,High
37,No,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0,1,1,1,0.6666666666666666,0.3333333333333333,0.0,0.075,0.6666666666666666,1.0,0.06666666666666667,0.5,0.6666666666666666,0.45250131648235914,0.0,0.25,0.425,0.4444444444444444,0.7333333333333333,0.5625,0.25,0.6689994734070565,0.3111111111111111,0.37333333333333335,0.5833333333333334,0.6666666666666667,0.1,0.8,0.22508786406428588,0.04077860267477712,0.001791686758976987,0.11829153743794284,0.0033011424670893433,0.00615023832394647,0.05022389115613216,0.11556396269708548,0.00039977935346635635,0.43841129506629745,N03,신규 부모,Neutral,N01,현상 유지자,Neutral
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0,0,0,0,0.3333333333333333,1.0,0.0,0.025,1.0,1.0,0.0,0.0,0.3333333333333333,0.0962085308056872,0.14285714285714285,0.0,0.025,0.1111111111111111,0.30000000000000004,0.4875,0.43333333333333335,0.7043737305348681,0.19777777777777777,0.4285714285714286,0.26666666666666666,0.8047619047619048,0.0,0.2,0.004364596155773615,0.02846074206508788,0.016557828309415976,0.2489527132085139,0.0015703577255360627,0.015787838871683668,0.0031273698036217885,0.6793556082184364,0.0002173004472056171,0.0016056451947250214,N01,현상 유지자,Neutral,P04,저평가된 전문가,High
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2,0,1,1,1.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666666,0.13333333333333333,0.6666666666666666,0.6666666666666666,0.16219062664560294,0.14285714285714285,0.25,0.25,0.1111111111111111,0.16666666666666669,0.6416666666666666,0.23333333333333336,0.7279808921989018,0.37777777777777777,0.37523809523809526,0.7166666666666668,0.6380952380952382,0.2666666666666667,1.0,0.00020292022558768258,0.023454389090647763,0.00039523463099562316,0.05560092849934287,0.0016755957212663335,0.001633576742127378,0.04965294209454154,0.022631513999079436,0.0005515943618418077,0.8442013046345697,N03,신규 부모,Neutral,N03,신규 부모,Neutral
43,No,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0,1,0,1,1.0,0.3333333333333333,0.0,0.025,0.6666666666666666,0.3333333333333333,0.0,0.5,0.3333333333333333,0.822432859399684,0.21428571428571427,0.75,0.525,0.4444444444444444,0.6333333333333334,0.7208333333333334,0.2833333333333333,0.5353125705258407,0.33111111111111113,0.4428571428571429,0.6833333333333333,0.7904761904761904,0.23333333333333336,0.3,0.09507431862594101,0.22807143404252583,0.0028709956531632157,0.03567503908734305,0.004629443492482046,0.014152580604342165,0.15675105141591023,0.45764210958059104,0.0017413468875451896,0.0033916806101563727,N01,현상 유지자,Neutral,N01,현상 유지자,Neutral
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0,0,0,1,0.0,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.0,0.5,0.6666666666666666,0.08478146392838336,0.42857142857142855,0.0,0.2,0.3333333333333333,0.5333333333333333,0.5666666666666667,0.21666666666666667,0.5946588430000752,0.21333333333333337,0.48571428571428577,0.26666666666666666,0.580952380952381,0.06666666666666668,0.5,0.13602770599522476,0.1898419566428932,0.005732730354388612,0.25116590131526256,0.005544789098486583,0.08449295088047222,0.009451674474468789,0.21899503574563647,0.0012791450420624954,0.09746811045110448,P04,저평가된 전문가,High,N01,현상 유지자,Neutral
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7,1,0,1,0.6666666666666666,0.6666666666666666,0.0,0.2,0.3333333333333333,1.0,0.26666666666666666,0.5,0.6666666666666666,0.2459189046866772,0.14285714285714285,0.25,0.25,0.3333333333333333,0.6666666666666666,0.6000000000000001,0.35,0.694489580982472,0.31333333333333335,0.32190476190476197,0.5833333333333334,0.6380952380952382,0.2,0.3,0.24047600326873905,0.12346449679470835,0.010134583049493983,0.3176180147334481,0.007023677720938853,0.0076522617553864076,0.10451044020953636,0.18071225598595583,0.0022613311388711556,0.006146935342922058,P04,저평가된 전문가,High,P04,저평가된 전문가,High
